Internal Id,Award Id,Recipient Name,Action Date,Award Amount,Piid,Place Of Performance State Code,Place Of Performance City Code,Place Of Performance Zip5,Product Or Service Code (Psc),Psc Description,Naics Code,Naics Description,Type Of Set Aside,Contracting Officer Business Size Determination,Generated Internal Id
111794861,75N98020P02626,AVITECTURE INC,,161730.06,,VA,,20164,,,,,,,CONT_AWD_75N98020P02626_7529_-NONE-_-NONE-
111794773,75N98020P02035,"ISCAN, INC.",,21867.49,,MA,,01803,,,,,,,CONT_AWD_75N98020P02035_7529_-NONE-_-NONE-
111794671,75N98020P01628,"CEDAR INTERACTIVE, INC.",,77789.5,,IL,,60015,,,,,,,CONT_AWD_75N98020P01628_7529_-NONE-_-NONE-
111794552,75N98020P00557,"ADVENTIST HEALTHCARE, INC.",,263078.09,,MD,,20878,,,,,,,CONT_AWD_75N98020P00557_7529_-NONE-_-NONE-
111794451,75N98020F00671,"DYNAMIC SYSTEMS TECHNOLOGY, INC.",,305417.52,,MD,,20892,,,,,,,CONT_AWD_75N98020F00671_7529_GS35F0766M_4730
111794431,75N98020F00642,RESCUE ONE TRAINING FOR LIFE INC,,685226.0,,MD,,20892,,,,,,,CONT_AWD_75N98020F00642_7529_V797P2217D_3600
111794302,75N98020F00459,"KLARQUIST SPARKMAN, LLP",,5275.96,,OR,,97204,,,,,,,CONT_AWD_75N98020F00459_7529_HHSN263200900011I_7529
111794244,75N98020F00378,"LEYDIG, VOIT & MAYER, LTD.",,7472.0,,IL,,60601,,,,,,,CONT_AWD_75N98020F00378_7529_HHSN263200900008I_7529
111794180,75N98020F00299,ECOLOGY SERVICES INC,,2453654.3,,MD,,21046,,,,,,,CONT_AWD_75N98020F00299_7529_75N98019D00026_7529
111794090,75N98020F00190,"KLARQUIST SPARKMAN, LLP",,0.0,,OR,,97204,,,,,,,CONT_AWD_75N98020F00190_7529_HHSN263200900011I_7529
111794048,75N98020F00149,"KLARQUIST SPARKMAN, LLP",,11749.42,,OR,,97204,,,,,,,CONT_AWD_75N98020F00149_7529_HHSN263200900011I_7529
111793809,75N98020F00020,GUIDEHOUSE DIGITAL LLC,,433798.98,,MD,,20892,,,,,,,CONT_AWD_75N98020F00020_7529_75N98020D00086_7529
111793794,75N98020F00018,EDWARDS WILDMAN PALMER LLP,,12916.18,,MA,,02199,,,,,,,CONT_AWD_75N98020F00018_7529_HHSN263200900028I_7529
111793713,75N98020F00011,"PANAMERICA COMPUTERS, INC.",,58262.61,,VA,,22835,,,,,,,CONT_AWD_75N98020F00011_7529_HHSN316201500030W_7529
111793671,75N98020F00010,NATIONAL ACADEMY OF SCIENCES,,789561.12,,DC,,20001,,,,,,,CONT_AWD_75N98020F00010_7529_75N98018D00029_7529
111793310,75N98020F00002,"ZIMMERMAN ASSOCIATES, INC.",,243372.1,,MD,,20892,,,,,,,CONT_AWD_75N98020F00002_7529_75N98020A00036_7529
111793296,75N98020F00002,BOOZ ALLEN HAMILTON INC,,1464411.85,,MD,,20892,,,,,,,CONT_AWD_75N98020F00002_7529_75N98019D00018_7529
111793295,75N98020F00002,"ICF INCORPORATED, L.L.C.",,497903.08,,MD,,20892,,,,,,,CONT_AWD_75N98020F00002_7529_75N98019D00017_7529
111793260,75N98020F00001,GUIDEHOUSE DIGITAL LLC,,309102.46,,MD,,20892,,,,,,,CONT_AWD_75N98020F00001_7529_HHSN316201300006W_7529
111793178,75N98020F00001,MRIGLOBAL,,2310582.0,,MD,,20852,,,,,,,CONT_AWD_75N98020F00001_7529_75N98019D00061_7529
111793163,75N98020F00001,CORNER ALLIANCE INCORPORATED,,237390.52,,MD,,20892,,,,,,,CONT_AWD_75N98020F00001_7529_75N98019D00021_7529
111793161,75N98020F00001,BOOZ ALLEN HAMILTON INC,,16145640.66,,MD,,20892,,,,,,,CONT_AWD_75N98020F00001_7529_75N98019D00018_7529
111793159,75N98020F00001,DELOITTE CONSULTING LLP,,17396151.48,,VA,,22209,,,,,,,CONT_AWD_75N98020F00001_7529_75N98019D00013_7529
111793143,75N98020F00001,NATIONAL ACADEMY OF SCIENCES,,546696.75,,DC,,20001,,,,,,,CONT_AWD_75N98020F00001_7529_75N98018D00029_7529
111793138,75N98020F00001,"THE BIOTEAM, LLC",,9109857.12,,MD,,20892,,,,,,,CONT_AWD_75N98020F00001_7529_75N97020A00012_7529
111793121,75N98020C00010,"CAPE FOX FACILITIES SERVICES, LLC",,18054085.83,,MT,,59840,,,,,,,CONT_AWD_75N98020C00010_7529_-NONE-_-NONE-
111793115,75N98020C00002,"EAGLE HEALTH, LLC",,27232595.97,,MD,,20813,,,,,,,CONT_AWD_75N98020C00002_7529_-NONE-_-NONE-
111792663,75N98019F01333,"IDONEOUS EDUCATIONAL SERVICES, INC.",,318949.0,,MD,,20814,,,,,,,CONT_AWD_75N98019F01333_7529_GS10F0273Y_4732
111792216,75N98019F00902,CANTOR COLBURN LLP,,13286.5,,CT,,06103,,,,,,,CONT_AWD_75N98019F00902_7529_HHSN263200900021I_7529
111791851,75N98019F00848,"GOVPLACE, LLC",,369527.32,,VA,,20190,,,,,,,CONT_AWD_75N98019F00848_7529_HHSN316201500056W_7529
111791759,75N98019F00847,DELOITTE CONSULTING LLP,,28584993.55,,MD,,20892,,,,,,,CONT_AWD_75N98019F00847_7529_HHSN316201200018W_7529
111791718,75N98019F00847,DELOITTE CONSULTING LLP,,2832723.85,,MD,,20817,,,,,,,CONT_AWD_75N98019F00847_7529_GS35F0617Y_4732
111791709,75N98019F00847,BOOZ ALLEN HAMILTON INC,,22457218.62,,MD,,20852,,,,,,,CONT_AWD_75N98019F00847_7529_75N98019D00018_7529
111791697,75N98019F00847,NATIONAL ACADEMY OF SCIENCES,,1161697.48,,DC,,20001,,,,,,,CONT_AWD_75N98019F00847_7529_75N98018D00029_7529
111791474,75N98019F00257,"NEW YEAR TECH, INC",,20790073.07,,MD,,20892,,,,,,,CONT_AWD_75N98019F00257_7529_GS10F130AA_4732
111791399,75N98019C00015,IMSOLUTIONS LLC,,12598223.3,,MD,,20892,,,,,,,CONT_AWD_75N98019C00015_7529_-NONE-_-NONE-
111790225,75N98018F00148,TURNINGPOINT-DSFEDERAL JV LLC,,4420477.02,,MD,,20857,,,,,,,CONT_AWD_75N98018F00148_7529_GS00Q17GWD2370_4732
111789879,75N98018F00026,"CONTEMPORARIES, INC.",,275301.73,,MD,,20910,,,,,,,CONT_AWD_75N98018F00026_7529_HHSN263201500053I_7529
111789875,75N98018F00026,NATIONAL ACADEMY OF SCIENCES,,823743.29,,DC,,20001,,,,,,,CONT_AWD_75N98018F00026_7529_75N98018D00029_7529
111789867,75N98018F00025,NATIONAL ACADEMY OF SCIENCES,,314197.38,,DC,,20001,,,,,,,CONT_AWD_75N98018F00025_7529_75N98018D00029_7529
111789864,75N98018F00024,"CONTEMPORARIES, INC.",,287303.6,,MD,,20910,,,,,,,CONT_AWD_75N98018F00024_7529_HHSN263201500053I_7529
111789760,75N98018F00010,NATIONAL ACADEMY OF SCIENCES,,721024.06,,DC,,20001,,,,,,,CONT_AWD_75N98018F00010_7529_75N98018D00029_7529
111789694,75N98018F00005,GUIDEHOUSE DIGITAL LLC,,6455888.65,,MD,,20892,,,,,,,CONT_AWD_75N98018F00005_7529_HHSN316201300006W_7529
111789611,75N98018F00001,HIGHRISE CONSULTING INC,,478411.32,,MD,,20892,,,,,,,CONT_AWD_75N98018F00001_7529_75N98018A00034_7529
173776691,75N97A25F10001,"GOVSMART, INC.",,1003500.0,,MD,,20814,,,,,,,CONT_AWD_75N97A25F10001_7529_HHSN316201500027W_7529
172797852,75N97025P00068,VAULTES LLC,,642855.82,,MD,,20894,,,,,,,CONT_AWD_75N97025P00068_7529_-NONE-_-NONE-
172191488,75N97025P00067,NATIONAL INFORMATION STANDARDS ORGANIZATION (Z39),,22722.0,,MD,,21211,,,,,,,CONT_AWD_75N97025P00067_7529_-NONE-_-NONE-
172215606,75N97025P00065,RESEARCH TRIANGLE INSTITUTE,,26676.0,,MD,,20817,,,,,,,CONT_AWD_75N97025P00065_7529_-NONE-_-NONE-
171881299,75N97025P00060,EX LIBRIS USA INC,,526617.44,,IL,,60018,,,,,,,CONT_AWD_75N97025P00060_7529_-NONE-_-NONE-
172191487,75N97025P00058,COUNCIL ON LIBRARY AND INFORMATION RESOURCES,,10125.0,,VA,,22314,,,,,,,CONT_AWD_75N97025P00058_7529_-NONE-_-NONE-
174627545,75N97025F00064,"GARTNER, INC.",,4110825.63,,CT,,06902,,,,,,,CONT_AWD_75N97025F00064_7529_47QTCA18D008L_4732
174912618,75N97025F00063,"ALAMO CITY ENGINEERING SERVICES, INC.",,510603.39,,MD,,20817,,,,,,,CONT_AWD_75N97025F00063_7529_GS35F0598S_4730
174887391,75N97025F00062,STERLING COMPUTERS CORPORATION,,281883.85,,MD,,20814,,,,,,,CONT_AWD_75N97025F00062_7529_NNG15SC20B_8000
172899797,75N97025F00061,STERLING COMPUTERS CORPORATION,,79699.82,,MD,,20892,,,,,,,CONT_AWD_75N97025F00061_7529_NNG15SC89B_8000
172797851,75N97025F00060,"ICF INCORPORATED, L.L.C.",,367588.0,,MD,,20814,,,,,,,CONT_AWD_75N97025F00060_7529_GS00F010CA_4732
172598886,75N97025F00059,"TECHNOLOGY SOLUTIONS PROVIDER, LLC",,143684.4,,MD,,20814,,,,,,,CONT_AWD_75N97025F00059_7529_NNG15SD92B_8000
172552975,75N97025F00057,"STANDARD-BLAZAR, LLC",,111512.18,,MD,,20814,,,,,,,CONT_AWD_75N97025F00057_7529_NNG15SD70B_8000
172412285,75N97025F00055,"AUGUST SCHELL ENTERPRISES, INC.",,42455.52,,MD,,20814,,,,,,,CONT_AWD_75N97025F00055_7529_NNG15SD80B_8000
172385652,75N97025F00054,"EMERGENT, LLC",,4473276.91,,MD,,20817,,,,,,,CONT_AWD_75N97025F00054_7529_NNG15SC33B_8000
172215605,75N97025F00053,"SOFT TECH CONSULTING, INC.",,2821256.88,,VA,,20151,,,,,,,CONT_AWD_75N97025F00053_7529_47QTCA21D00DF_4732
172215604,75N97025F00051,"NTT DATA FEDHEALTH, INC.",,4821213.09,,MD,,20817,,,,,,,CONT_AWD_75N97025F00051_7529_GS35F0526V_4730
172899796,75N97025F00030,IT1 SOURCE LLC,,14262.75,,AZ,,85281,,,,,,,CONT_AWD_75N97025F00030_7529_HHSN316201500059W_7529
172552974,75N97025F00029,IT1 SOURCE LLC,,25015.35,,AZ,,85281,,,,,,,CONT_AWD_75N97025F00029_7529_HHSN316201500059W_7529
172575778,75N97025F00028,IT1 SOURCE LLC,,23293.24,,AZ,,85281,,,,,,,CONT_AWD_75N97025F00028_7529_HHSN316201500059W_7529
172030877,75N97025F00027,"NEW TECH SOLUTIONS, INC.",,21604.35,,CA,,94538,,,,,,,CONT_AWD_75N97025F00027_7529_HHSN316201500040W_7529
111789567,75N97025F00018,"NEW TECH SOLUTIONS, INC.",,18665.1,,CA,,94538,,,,,,,CONT_AWD_75N97025F00018_7529_HHSN316201500040W_7529
111789554,75N97025F00011,"NEW TECH SOLUTIONS, INC.",,14015.91,,MD,,20894,,,,,,,CONT_AWD_75N97025F00011_7529_HHSN316201500040W_7529
172030876,75N97025F00007,REGENCY CONSULTING INC,,437953.81,,MD,,20814,,,,,,,CONT_AWD_75N97025F00007_7529_HHSN316201500024W_7529
174114190,75N97025F00006,"THUNDERCAT TECHNOLOGY, LLC",,10708.16,,MD,,20817,,,,,,,CONT_AWD_75N97025F00006_7529_HHSN316201500010W_7529
172215603,75N97025F00005,FCN INC,,195183.08,,MD,,20852,,,,,,,CONT_AWD_75N97025F00005_7529_HHSN316201500046W_7529
172030875,75N97025F00004,FCN INC,,611133.63,,MD,,20814,,,,,,,CONT_AWD_75N97025F00004_7529_HHSN316201500046W_7529
174114189,75N97025F00002,"DISYS SOLUTIONS, INC.",,103978.67,,MD,,20817,,,,,,,CONT_AWD_75N97025F00002_7529_HHSN316201500053W_7529
172928918,75N97025F00002,"EN-NET SERVICES, L.L.C.",,45462.81,,MD,,21701,,,,,,,CONT_AWD_75N97025F00002_7529_HHSN316201500054W_7529
172552973,75N97025F00002,"MA FEDERAL, INC.",,181889.83,,VA,,20191,,,,,,,CONT_AWD_75N97025F00002_7529_HHSN316201500062W_7529
111789515,75N97025F00002,"NEW TECH SOLUTIONS, INC.",,12274883.82,,CA,,94538,,,,,,,CONT_AWD_75N97025F00002_7529_HHSN316201500040W_7529
111789509,75N97025F00002,DELOITTE CONSULTING LLP,,2541103.07,,MD,,20817,,,,,,,CONT_AWD_75N97025F00002_7529_HHSN316201200018W_7529
174912617,75N97025F00001,"NEW YEAR TECH, INC",,169836.84,,VA,,20147,,,,,,,CONT_AWD_75N97025F00001_7529_75N98024A00078_7529
172955443,75N97025F00001,BLH TECHNOLOGIES INC,,166661.0,,MD,,20850,,,,,,,CONT_AWD_75N97025F00001_7529_75N97023A00001_7529
172797849,75N97025F00001,IRON MOUNTAIN INFORMATION MANAGEMENT LLC,,156307.85,,MD,,20814,,,,,,,CONT_AWD_75N97025F00001_7529_75N97023D00003_7529
111789476,75N97024P00123,"OCLC, INC",,145819.66,,OH,,43017,,,,,,,CONT_AWD_75N97024P00123_7529_-NONE-_-NONE-
111789463,75N97024P00103,"LUMEN TECHNOLOGIES GOVERNMENT SOLUTIONS, INC",,3689520.2,,MD,,20817,,,,,,,CONT_AWD_75N97024P00103_7529_-NONE-_-NONE-
111789421,75N97024F00095,SCIENTIFIC CONSULTING GROUP INC,,417033.0,,MD,,20878,,,,,,,CONT_AWD_75N97024F00095_7529_47QRAA21D0033_4732
111789414,75N97024F00087,CYNERGY PROFESSIONAL SYSTEMS LLC,,5340337.28,,MD,,20892,,,,,,,CONT_AWD_75N97024F00087_7529_NNG15SD20B_8000
111789412,75N97024F00085,INOVATE SOLUTIONS INC,,488988.0,,MD,,20871,,,,,,,CONT_AWD_75N97024F00085_7529_47QRAA18D003N_4732
111789411,75N97024F00081,"SAPIENT GOVERNMENT SERVICES, INC.",,26812740.31,,MD,,20892,,,,,,,CONT_AWD_75N97024F00081_7529_GS00F312CA_4732
111789404,75N97024F00073,FUTREND TECHNOLOGY INC.,,6577416.69,,MD,,20814,,,,,,,CONT_AWD_75N97024F00073_7529_47QTCA24D00B9_4732
111789392,75N97024F00057,"IVISION, INC.",,2113219.2,,MD,,20817,,,,,,,CONT_AWD_75N97024F00057_7529_GS35F168GA_4732
111789382,75N97024F00044,"LUMEN TECHNOLOGIES GOVERNMENT SOLUTIONS, INC",,205461.28,,NC,,28017,,,,,,,CONT_AWD_75N97024F00044_7529_47QTCA20D0077_4732
111789321,75N97024F00023,"NEW TECH SOLUTIONS, INC.",,520503.4,,MD,,20817,,,,,,,CONT_AWD_75N97024F00023_7529_HHSN316201500040W_7529
111789153,75N97024F00002,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",,9931740.77,,VA,,22042,,,,,,,CONT_AWD_75N97024F00002_7529_HHSN316201200023W_7529
111789151,75N97024F00002,AAC INC.,,17823012.61,,VA,,22182,,,,,,,CONT_AWD_75N97024F00002_7529_HHSN316201200001W_7529
111789142,75N97024F00002,DELOITTE & TOUCHE LLP,,1066279.23,,MD,,20817,,,,,,,CONT_AWD_75N97024F00002_7529_75N97022A00001_7529
111789119,75N97024F00001,"ICF INCORPORATED, L.L.C.",,4673986.64,,VA,,20190,,,,,,,CONT_AWD_75N97024F00001_7529_HHSN316201200028W_7529
111789117,75N97024F00001,DELOITTE CONSULTING LLP,,18135272.97,,MD,,20817,,,,,,,CONT_AWD_75N97024F00001_7529_HHSN316201200018W_7529
111789105,75N97024F00001,BLH TECHNOLOGIES INC,,348426.0,,MD,,20850,,,,,,,CONT_AWD_75N97024F00001_7529_75N97023A00001_7529
111789099,75N97024F00001,DELOITTE & TOUCHE LLP,,888287.5,,MD,,20817,,,,,,,CONT_AWD_75N97024F00001_7529_75N97022A00001_7529
111789096,75N97024C00007,"DYNAMIC BUSINESS GROUP, INC.",,1001544.72,,MD,,20894,,,,,,,CONT_AWD_75N97024C00007_7529_-NONE-_-NONE-
111789069,75N97023P00103,GENEXPLAIN GMBH,,226920.0,,,,,,,,,,,CONT_AWD_75N97023P00103_7529_-NONE-_-NONE-
111789064,75N97023P00097,ZAYO GROUP LLC,,80100.0,,CO,,80301,,,,,,,CONT_AWD_75N97023P00097_7529_-NONE-_-NONE-
111789059,75N97023P00087,"OPENEYE SCIENTIFIC SOFTWARE, INC",,237073.66,,NM,,87508,,,,,,,CONT_AWD_75N97023P00087_7529_-NONE-_-NONE-
111789020,75N97023F00106,"ICF INCORPORATED, L.L.C.",,29980606.0,,MD,,20814,,,,,,,CONT_AWD_75N97023F00106_7529_GS00F010CA_4732
111789013,75N97023F00098,BLACK CANYON CONSULTING LLC,,58399285.2,,MD,,20814,,,,,,,CONT_AWD_75N97023F00098_7529_47QTCA18D00JA_4732
111789011,75N97023F00096,"A-TEK, INC.",,39974293.52,,MD,,20814,,,,,,,CONT_AWD_75N97023F00096_7529_47QTCA19D00J1_4732
111789007,75N97023F00092,"LEXICAL INTELLIGENCE, LLC",,2243335.37,,MD,,20817,,,,,,,CONT_AWD_75N97023F00092_7529_47QTCA20D009G_4732
111789000,75N97023F00082,"LUMEN TECHNOLOGIES GOVERNMENT SOLUTIONS, INC",,63643.72,,MD,,20817,,,,,,,CONT_AWD_75N97023F00082_7529_47QTCA20D0077_4732
111788998,75N97023F00080,"ICF INCORPORATED, L.L.C.",,10633095.1,,MD,,20817,,,,,,,CONT_AWD_75N97023F00080_7529_GS00F010CA_4732
111788997,75N97023F00079,COMPUTERCRAFT CORPORATION,,49995415.32,,MD,,20814,,,,,,,CONT_AWD_75N97023F00079_7529_GS00F262GA_4732
111788984,75N97023F00063,"MARTEK GLOBAL SERVICES, INC.",,3241585.68,,MD,,20814,,,,,,,CONT_AWD_75N97023F00063_7529_47QTCA21D002B_4732
111788982,75N97023F00061,"FEDERAL MANAGEMENT PARTNERS, LLC",,3312861.15,,MD,,20814,,,,,,,CONT_AWD_75N97023F00061_7529_GS35F013CA_4732
111788950,75N97023F00036,IT1 SOURCE LLC,,496965.37,,MD,,20892,,,,,,,CONT_AWD_75N97023F00036_7529_HHSN316201500059W_7529
111788923,75N97023F00026,"NEW TECH SOLUTIONS, INC.",,236943.66,,CA,,94538,,,,,,,CONT_AWD_75N97023F00026_7529_HHSN316201500040W_7529
111788893,75N97023F00020,"ONEIDA COMMUNICATIONS, INC.",,15008625.01,,MD,,20817,,,,,,,CONT_AWD_75N97023F00020_7529_47QTCA20D0047_4732
111788861,75N97023F00013,PERATON INC.,,8411365.86,,MD,,20892,,,,,,,CONT_AWD_75N97023F00013_7529_GS35F694GA_4732
111788847,75N97023F00011,"ANACAPA MICRO PRODUCTS, INC.",,9723807.78,,MD,,20817,,,,,,,CONT_AWD_75N97023F00011_7529_HHSN316201500025W_7529
111788817,75N97023F00008,BLUE TECH INC.,,4860603.69,,CA,,92110,,,,,,,CONT_AWD_75N97023F00008_7529_HHSN316201500026W_7529
111788785,75N97023F00005,"GOVPLACE, LLC",,4136815.26,,VA,,20190,,,,,,,CONT_AWD_75N97023F00005_7529_HHSN316201500056W_7529
111788702,75N97023F00002,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",,53253113.78,,MD,,20817,,,,,,,CONT_AWD_75N97023F00002_7529_HHSN316201200023W_7529
111788664,75N97023F00001,RELI GROUP INC,,22478053.04,,MD,,20817,,,,,,,CONT_AWD_75N97023F00001_7529_75N98120D00065_7529
111788660,75N97023F00001,BOOZ ALLEN HAMILTON INC,,11178422.4,,MD,,20817,,,,,,,CONT_AWD_75N97023F00001_7529_75N98022D00027_7529
111788617,75N97022P00086,AMERICAN SOCIETY OF HEALTH-SYSTEM PHARMACISTS INC,,498697.0,,MD,,20892,,,,,,,CONT_AWD_75N97022P00086_7529_-NONE-_-NONE-
111788612,75N97022P00079,"UNIVERSITY OF MARYLAND, COLLEGE PARK",,660000.0,,MD,,20817,,,,,,,CONT_AWD_75N97022P00079_7529_-NONE-_-NONE-
111788583,75N97022F00091,BLACK CANYON CONSULTING LLC,,36602823.25,,VA,,22033,,,,,,,CONT_AWD_75N97022F00091_7529_47QTCA18D00JA_4732
111788582,75N97022F00089,"AFFIGENT, LLC",,7848789.0,,MD,,20817,,,,,,,CONT_AWD_75N97022F00089_7529_NNG15SC59B_8000
111788539,75N97022F00043,ZAYO GROUP LLC,,14730893.0,,MD,,20817,,,,,,,CONT_AWD_75N97022F00043_7529_GS35F070CA_4732
111788327,75N97022F00002,DELOITTE CONSULTING LLP,,100199240.42,,VA,,22209,,,,,,,CONT_AWD_75N97022F00002_7529_HHSN316201200018W_7529
111788277,75N97022F00001,"VISION TECHNOLOGIES, LLC",,1352493.15,,MD,,20892,,,,,,,CONT_AWD_75N97022F00001_7529_75N97021A00005_7529
111788265,75N97022C00009,"CHIMP HAVEN, INC.",,22054138.0,,LA,,71047,,,,,,,CONT_AWD_75N97022C00009_7529_-NONE-_-NONE-
111788254,75N97021P00135,SCICRUNCH,,1500000.0,,CA,,92192,,,,,,,CONT_AWD_75N97021P00135_7529_-NONE-_-NONE-
111788243,75N97021P00118,"E-LOGIC, INC.",,348125.36,,MD,,20817,,,,,,,CONT_AWD_75N97021P00118_7529_-NONE-_-NONE-
111788161,75N97021F00079,"EDGEWATER FEDERAL SOLUTIONS, INC.",,61803540.95,,MD,,20817,,,,,,,CONT_AWD_75N97021F00079_7529_GS35F0542P_4730
111788160,75N97021F00077,IRON VINE SECURITY LLC,,31285299.0,,MD,,20817,,,,,,,CONT_AWD_75N97021F00077_7529_47QTCA19D00HF_4732
111787901,75N97021F00002,GUIDEHOUSE INC.,,16362494.33,,VA,,22102,,,,,,,CONT_AWD_75N97021F00002_7529_HHSN316201200040W_7529
111787815,75N97020P00226,STATE OF MARYLAND,,0.0,,MD,,21401,,,,,,,CONT_AWD_75N97020P00226_7529_-NONE-_-NONE-
111787717,75N97020F00142,"LEXICAL INTELLIGENCE, LLC",,297388.59,,MD,,20851,,,,,,,CONT_AWD_75N97020F00142_7529_47QTCA20D009G_4732
111787705,75N97020F00128,"GARTNER, INC.",,54202505.55,,CA,,94538,,,,,,,CONT_AWD_75N97020F00128_7529_47QTCA18D008L_4732
111787688,75N97020F00101,GOVERNMENT SCIENTIFIC SOURCE INC,,120716.33,,VA,,20191,,,,,,,CONT_AWD_75N97020F00101_7529_GS07F5934R_4730
111787667,75N97020F00075,STERLING COMPUTERS CORPORATION,,1669805.0,,MD,,20892,,,,,,,CONT_AWD_75N97020F00075_7529_NNG15SC89B_8000
111787662,75N97020F00070,CARAHSOFT TECHNOLOGY CORP,,3287030.44,,VA,,20190,,,,,,,CONT_AWD_75N97020F00070_7529_GS35F0119Y_4732
111787644,75N97020F00046,"O'REILLY MEDIA, INC.",,12359.63,,CA,,95472,,,,,,,CONT_AWD_75N97020F00046_7529_47QTCA19D0022_4732
111787640,75N97020F00038,"LEVEL 3 TELECOM HOLDINGS, LLC",,0.0,,MD,,20892,,,,,,,CONT_AWD_75N97020F00038_7529_GS35F0426R_4730
111787609,75N97020F00019,STERLING COMPUTERS CORPORATION,,66311.68,,SD,,57049,,,,,,,CONT_AWD_75N97020F00019_7529_HHSN316201500043W_7529
111787465,75N97020F00003,GOVERNMENT ACQUISITIONS INC,,100360.13,,MD,,20892,,,,,,,CONT_AWD_75N97020F00003_7529_HHSN316201500035W_7529
111787413,75N97020F00002,"VISION TECHNOLOGIES, LLC",,93873.21,,MD,,20892,,,,,,,CONT_AWD_75N97020F00002_7529_HHSN276201600004B_7529
111787394,75N97020F00001,"IRON BOW TECHNOLOGIES, LLC",,16632613.14,,VA,,20171,,,,,,,CONT_AWD_75N97020F00001_7529_HHSN316201500058W_7529
111787366,75N97020F00001,GUIDEHOUSE DIGITAL LLC,,64418029.3,,MD,,20894,,,,,,,CONT_AWD_75N97020F00001_7529_HHSN316201300006W_7529
111787354,75N97020F00001,"VISION TECHNOLOGIES, LLC",,94275.69,,MD,,20892,,,,,,,CONT_AWD_75N97020F00001_7529_HHSN276201600004B_7529
111787350,75N97020F00001,"CONTEMPORARIES, INC.",,59973.27,,MD,,20910,,,,,,,CONT_AWD_75N97020F00001_7529_HHSN263201500166B_7529
111787349,75N97020F00001,THERMO FISHER SCIENTIFIC (ASHEVILLE) LLC,,12123.53,,NC,,28803,,,,,,,CONT_AWD_75N97020F00001_7529_HHSN263201500073B_7529
111787348,75N97020F00001,BIALEK CORPORATION OF MARYLAND,,33496.68,,MD,,20850,,,,,,,CONT_AWD_75N97020F00001_7529_HHSN263201100019B_7529
111787185,75N97019F00185,SRC INC,,252929.71,,NY,,13212,,,,,,,CONT_AWD_75N97019F00185_7529_47QRAA19D005N_4732
111787179,75N97019F00178,NEXT CENTURY CORPORATION,,1320328.67,,VA,,20151,,,,,,,CONT_AWD_75N97019F00178_7529_GS35F0770N_4730
111787164,75N97019F00163,"ALAMO CITY ENGINEERING SERVICES, INC.",,4294212.71,,MD,,20817,,,,,,,CONT_AWD_75N97019F00163_7529_GS35F0598S_4730
111787111,75N97019F00101,GMG MANAGEMENT CONSULTING INC.,,226264.03,,MD,,21075,,,,,,,CONT_AWD_75N97019F00101_7529_GS00F117CA_4732
111787094,75N97019F00095,"ONEIDA COMMUNICATIONS, INC.",,12914590.18,,MD,,20817,,,,,,,CONT_AWD_75N97019F00095_7529_GS35F0613L_4730
111786757,75N97019C00006,"CHARLES RIVER LABORATORIES, INC.",,7913975.95,,NM,,88330,,,,,,,CONT_AWD_75N97019C00006_7529_-NONE-_-NONE-
111786734,75N97018P00153,GIROD HOLT CONSERVATION LLC,,23015.75,,MD,,20894,,,,,,,CONT_AWD_75N97018P00153_7529_-NONE-_-NONE-
111786598,75N97018F00188,SCIENTIFIC CONSULTING GROUP INC,,976935.41,,MD,,20892,,,,,,,CONT_AWD_75N97018F00188_7529_GS07F431AA_4730
174791951,75N96025P00100,"ILLUMINA, INC.",,29770.0,,NC,,27709,,,,,,,CONT_AWD_75N96025P00100_7529_-NONE-_-NONE-
174413972,75N96025P00099,"THE MATHWORKS, INC.",,52004.93,,NC,,27709,,,,,,,CONT_AWD_75N96025P00099_7529_-NONE-_-NONE-
174053753,75N96025P00095,GOVERNMENT SCIENTIFIC SOURCE INC,,41182.0,,NC,,27709,,,,,,,CONT_AWD_75N96025P00095_7529_-NONE-_-NONE-
174654067,75N96025P00094,ASTROPHYSICS INC,,22305.0,,NC,,27709,,,,,,,CONT_AWD_75N96025P00094_7529_-NONE-_-NONE-
172439484,75N96025P00093,CRYOMAGNET INSTRUMENT SERVICE LLC,,14550.0,,NC,,27709,,,,,,,CONT_AWD_75N96025P00093_7529_-NONE-_-NONE-
172439483,75N96025P00092,"ILLUMINA, INC.",,86760.0,,NC,,27709,,,,,,,CONT_AWD_75N96025P00092_7529_-NONE-_-NONE-
172412282,75N96025P00091,ACCRUENT LLC,,19419.83,,NC,,27709,,,,,,,CONT_AWD_75N96025P00091_7529_-NONE-_-NONE-
171915060,75N96025P00089,AGILENT TECHNOLOGIES INC,,28423.0,,NC,,27709,,,,,,,CONT_AWD_75N96025P00089_7529_-NONE-_-NONE-
174912614,75N96025F00028,LABREPCO LLC,,13886.0,,PA,,19044,,,,,,,CONT_AWD_75N96025F00028_7529_GS07F079DA_4732
174452522,75N96025F00027,"PENTAX OF AMERICA, INC.",,26500.0,,NJ,,07645,,,,,,,CONT_AWD_75N96025F00027_7529_36F79721D0031_3600
174791950,75N96025F00026,FEDPOINT SYSTEMS LLC,,248875.0,,VA,,22033,,,,,,,CONT_AWD_75N96025F00026_7529_47QTCA23D00AR_4732
